国家,确诊,治愈,死亡,日期,累计确诊,现存确诊,累计治愈,累计死亡
巴基斯坦,510,2,3,2020-03-21,357811,185226,157538,15047
希腊,495,19,8,2020-03-21,357811,185226,157538,15047
卡塔尔,470,10,0,2020-03-21,357811,185226,157538,15047
印度,450,23,38,2020-03-21,357811,185226,157538,15047
芬兰,450,1,0,2020-03-21,357811,185226,157538,15047
印度尼西亚,450,9,38,2020-03-21,357811,185226,157538,15047
智利,434,0,0,2020-03-21,357811,185226,157538,15047
新加坡,432,140,2,2020-03-21,357811,185226,157538,15047
波兰,425,13,5,2020-03-21,357811,185226,157538,15047
泰国,411,44,1,2020-03-21,357811,185226,157538,15047
冰岛,409,0,0,2020-03-21,357811,185226,157538,15047
沙特阿拉伯,392,16,0,2020-03-21,357811,185226,157538,15047
厄瓜多尔,367,0,5,2020-03-21,357811,185226,157538,15047
斯洛文尼亚,341,0,1,2020-03-21,357811,185226,157538,15047
罗马尼亚,308,31,0,2020-03-21,357811,185226,157538,15047
菲律宾,307,13,19,2020-03-21,357811,185226,157538,15047
俄罗斯,306,16,1,2020-03-21,357811,185226,157538,15047
巴林,306,100,1,2020-03-21,357811,185226,157538,15047
埃及,285,39,8,2020-03-21,357811,185226,157538,15047
爱沙尼亚,283,0,0,2020-03-21,357811,185226,157538,15047
秘鲁,263,0,4,2020-03-21,357811,185226,157538,15047
南非,240,0,0,2020-03-21,357811,185226,157538,15047
伊拉克,208,49,17,2020-03-21,357811,185226,157538,15047
黎巴嫩,206,1,4,2020-03-21,357811,185226,157538,15047
墨西哥,203,1,2,2020-03-21,357811,185226,157538,15047
巴拿马,200,0,1,2020-03-21,357811,185226,157538,15047
科威特,176,27,0,2020-03-21,357811,185226,157538,15047
阿根廷,158,1,3,2020-03-21,357811,185226,157538,15047
哥伦比亚,158,0,0,2020-03-21,357811,185226,157538,15047
阿联酋,153,38,2,2020-03-21,357811,185226,157538,15047
塞尔维亚,149,0,1,2020-03-21,357811,185226,157538,15047
斯洛伐克,137,0,1,2020-03-21,357811,185226,157538,15047
亚美尼亚,136,1,0,2020-03-21,357811,185226,157538,15047
克罗地亚,133,5,1,2020-03-21,357811,185226,157538,15047
保加利亚,127,0,3,2020-03-21,357811,185226,157538,15047
圣马力诺,126,2,14,2020-03-21,357811,185226,157538,15047
哥斯达黎加,113,0,2,2020-03-21,357811,185226,157538,15047
拉脱维亚,111,0,0,2020-03-21,357811,185226,157538,15047
乌拉圭,110,0,0,2020-03-21,357811,185226,157538,15047
匈牙利,103,7,4,2020-03-21,357811,185226,157538,15047
阿尔及利亚,102,12,9,2020-03-21,357811,185226,157538,15047
越南,94,17,0,2020-03-21,357811,185226,157538,15047
安道尔,88,1,0,2020-03-21,357811,185226,157538,15047
摩洛哥,86,2,3,2020-03-21,357811,185226,157538,15047
约旦,86,1,0,2020-03-21,357811,185226,157538,15047
文莱,83,2,0,2020-03-21,357811,185226,157538,15047
斯里兰卡,77,1,0,2020-03-21,357811,185226,157538,15047
塞浦路斯,75,0,0,2020-03-21,357811,185226,157538,15047
法罗群岛,72,0,0,2020-03-21,357811,185226,157538,15047
阿尔巴尼亚,70,0,2,2020-03-21,357811,185226,157538,15047
白俄罗斯,69,15,0,2020-03-21,357811,185226,157538,15047
北马其顿,67,0,0,2020-03-21,357811,185226,157538,15047
摩尔多瓦,66,1,1,2020-03-21,357811,185226,157538,15047
波黑,64,0,0,2020-03-21,357811,185226,157538,15047
立陶宛,63,0,0,2020-03-21,357811,185226,157538,15047
突尼斯,60,0,0,2020-03-21,357811,185226,157538,15047
新西兰,53,0,0,2020-03-21,357811,185226,157538,15047
马耳他,53,0,0,2020-03-21,357811,185226,157538,15047
哈萨克斯坦,53,0,0,2020-03-21,357811,185226,157538,15047
阿曼,52,13,0,2020-03-21,357811,185226,157538,15047
巴勒斯坦,52,17,0,2020-03-21,357811,185226,157538,15047
柬埔寨,47,1,0,2020-03-21,357811,185226,157538,15047
格鲁吉亚,47,1,0,2020-03-21,357811,185226,157538,15047
塞内加尔,47,5,0,2020-03-21,357811,185226,157538,15047
瓜德罗普岛,45,0,0,2020-03-21,357811,185226,157538,15047
阿塞拜疆,44,10,1,2020-03-21,357811,185226,157538,15047
委内瑞拉,42,0,0,2020-03-21,357811,185226,157538,15047
乌克兰,41,0,3,2020-03-21,357811,185226,157538,15047
布基纳法索,40,5,2,2020-03-21,357811,185226,157538,15047
乌兹别克斯坦,37,0,0,2020-03-21,357811,185226,157538,15047
多米尼加,34,0,2,2020-03-21,357811,185226,157538,15047
马提尼克,32,0,0,2020-03-21,357811,185226,157538,15047
喀麦隆,27,0,0,2020-03-21,357811,185226,157538,15047
列支敦士登,25,0,0,2020-03-21,357811,185226,157538,15047
阿富汗,24,0,0,2020-03-21,357811,185226,157538,15047
孟加拉国,24,3,2,2020-03-21,357811,185226,157538,15047
洪都拉斯,24,0,0,2020-03-21,357811,185226,157538,15047
尼日利亚,22,1,0,2020-03-21,357811,185226,157538,15047
古巴,21,0,1,2020-03-21,357811,185226,157538,15047
加纳,19,0,0,2020-03-21,357811,185226,157538,15047
巴拉圭,18,0,0,2020-03-21,357811,185226,157538,15047
刚果（金）,18,0,0,2020-03-21,357811,185226,157538,15047
卢旺达,17,0,0,2020-03-21,357811,185226,157538,15047
多哥,16,1,0,2020-03-21,357811,185226,157538,15047
玻利维亚,15,0,0,2020-03-21,357811,185226,157538,15047
牙买加,15,0,1,2020-03-21,357811,185226,157538,15047
圭亚那,15,0,1,2020-03-21,357811,185226,157538,15047
法属圭亚那,15,0,0,2020-03-21,357811,185226,157538,15047
留尼旺,15,0,0,2020-03-21,357811,185226,157538,15047
科特迪瓦,14,1,0,2020-03-21,357811,185226,157538,15047
毛里求斯,14,0,1,2020-03-21,357811,185226,157538,15047
马尔代夫,13,0,0,2020-03-21,357811,185226,157538,15047
摩纳哥,12,0,0,2020-03-21,357811,185226,157538,15047
泽西岛,12,0,0,2020-03-21,357811,185226,157538,15047
吉尔吉斯斯坦,12,0,0,2020-03-21,357811,185226,157538,15047
关岛,12,0,0,2020-03-21,357811,185226,157538,15047
法属波利尼西亚,11,0,0,2020-03-21,357811,185226,157538,15047
蒙古,10,0,0,2020-03-21,357811,185226,157538,15047
直布罗陀,10,0,0,2020-03-21,357811,185226,157538,15047
黑山,10,0,0,2020-03-21,357811,185226,157538,15047
特立尼达和多巴哥,9,0,0,2020-03-21,357811,185226,157538,15047
埃塞俄比亚,9,0,0,2020-03-21,357811,185226,157538,15047
危地马拉,9,0,1,2020-03-21,357811,185226,157538,15047
肯尼亚,7,0,0,2020-03-21,357811,185226,157538,15047
几内亚,6,0,0,2020-03-21,357811,185226,157538,15047
赤道几内亚,6,0,0,2020-03-21,357811,185226,157538,15047
塞舌尔,6,0,0,2020-03-21,357811,185226,157538,15047
波多黎各,6,0,0,2020-03-21,357811,185226,157538,15047
坦桑尼亚,6,0,0,2020-03-21,357811,185226,157538,15047
阿鲁巴,5,0,0,2020-03-21,357811,185226,157538,15047
加蓬,4,0,1,2020-03-21,357811,185226,157538,15047
圣马丁岛,4,0,0,2020-03-21,357811,185226,157538,15047
马约特,4,0,0,2020-03-21,357811,185226,157538,15047
圣巴泰勒米,3,0,0,2020-03-21,357811,185226,157538,15047
纳米比亚,3,0,0,2020-03-21,357811,185226,157538,15047
中非共和国,3,0,0,2020-03-21,357811,185226,157538,15047
巴哈马,3,0,0,2020-03-21,357811,185226,157538,15047
开曼群岛,3,0,1,2020-03-21,357811,185226,157538,15047
刚果（布）,3,0,0,2020-03-21,357811,185226,157538,15047
利比里亚,3,0,0,2020-03-21,357811,185226,157538,15047
库拉索岛,3,0,0,2020-03-21,357811,185226,157538,15047
圣巴泰勒米岛,3,0,0,2020-03-21,357811,185226,157538,15047
美属维尔京群岛,3,0,0,2020-03-21,357811,185226,157538,15047
马达加斯加,3,0,0,2020-03-21,357811,185226,157538,15047
不丹,2,0,0,2020-03-21,357811,185226,157538,15047
苏丹,2,0,1,2020-03-21,357811,185226,157538,15047
苏里南,2,0,0,2020-03-21,357811,185226,157538,15047
毛里塔尼亚,2,0,0,2020-03-21,357811,185226,157538,15047
格陵兰,2,0,0,2020-03-21,357811,185226,157538,15047
圣卢西亚,2,0,0,2020-03-21,357811,185226,157538,15047
赞比亚共和国,2,0,0,2020-03-21,357811,185226,157538,15047
贝宁,2,0,0,2020-03-21,357811,185226,157538,15047
巴巴多斯,2,0,0,2020-03-21,357811,185226,157538,15047
海地,2,0,0,2020-03-21,357811,185226,157538,15047
津巴布韦,2,0,0,2020-03-21,357811,185226,157538,15047
百慕大,2,0,0,2020-03-21,357811,185226,157538,15047
安哥拉,2,0,0,2020-03-21,357811,185226,157538,15047
新喀里多尼亚,2,0,0,2020-03-21,357811,185226,157538,15047
尼泊尔,1,1,0,2020-03-21,357811,185226,157538,15047
梵蒂冈,1,0,0,2020-03-21,357811,185226,157538,15047
根西岛,1,0,0,2020-03-21,357811,185226,157538,15047
圣文森特和格林纳丁斯,1,0,0,2020-03-21,357811,185226,157538,15047
斯威士兰,1,0,0,2020-03-21,357811,185226,157538,15047
安提瓜和巴布达,1,0,0,2020-03-21,357811,185226,157538,15047
马里,1,0,0,2020-03-21,357811,185226,157538,15047
索马里,1,0,0,2020-03-21,357811,185226,157538,15047
冈比亚,1,0,0,2020-03-21,357811,185226,157538,15047
吉布提,1,0,0,2020-03-21,357811,185226,157538,15047
萨尔瓦多,1,0,0,2020-03-21,357811,185226,157538,15047
尼加拉瓜,1,0,0,2020-03-21,357811,185226,157538,15047
斐济,1,0,0,2020-03-21,357811,185226,157538,15047
尼日尔,1,0,0,2020-03-21,357811,185226,157538,15047
马恩岛,1,0,0,2020-03-21,357811,185226,157538,15047
乍得,1,0,0,2020-03-21,357811,185226,157538,15047
东帝汶,1,0,0,2020-03-21,357811,185226,157538,15047
中国,156051,135938,6450,2020-03-20,324984,157412,153946,13626
意大利,41035,4440,3405,2020-03-20,324984,157412,153946,13626
西班牙,19980,1588,1002,2020-03-20,324984,157412,153946,13626
伊朗,19644,6745,1433,2020-03-20,324984,157412,153946,13626
德国,15439,135,44,2020-03-20,324984,157412,153946,13626
美国,14250,121,208,2020-03-20,324984,157412,153946,13626
法国,10995,1300,372,2020-03-20,324984,157412,153946,13626
韩国,8652,2233,100,2020-03-20,324984,157412,153946,13626
瑞士,3888,3,39,2020-03-20,324984,157412,153946,13626
英国,3269,79,144,2020-03-20,324984,157412,153946,13626
荷兰,2994,0,106,2020-03-20,324984,157412,153946,13626
比利时,2257,1,37,2020-03-20,324984,157412,153946,13626
奥地利,2013,9,4,2020-03-20,324984,157412,153946,13626
挪威,1758,0,7,2020-03-20,324984,157412,153946,13626
瑞典,1423,1,11,2020-03-20,324984,157412,153946,13626
丹麦,1226,1,6,2020-03-20,324984,157412,153946,13626
马来西亚,1030,87,3,2020-03-20,324984,157412,153946,13626
日本,969,157,34,2020-03-20,324984,157412,153946,13626
加拿大,923,11,12,2020-03-20,324984,157412,153946,13626
澳大利亚,877,27,7,2020-03-20,324984,157412,153946,13626
捷克,774,3,0,2020-03-20,324984,157412,153946,13626
钻石公主号邮轮,712,458,7,2020-03-20,324984,157412,153946,13626
以色列,705,14,0,2020-03-20,324984,157412,153946,13626
葡萄牙,642,3,2,2020-03-20,324984,157412,153946,13626
巴西,621,0,7,2020-03-20,324984,157412,153946,13626
爱尔兰,557,0,2,2020-03-20,324984,157412,153946,13626
卢森堡,484,0,4,2020-03-20,324984,157412,153946,13626
希腊,464,14,5,2020-03-20,324984,157412,153946,13626
卡塔尔,452,4,0,2020-03-20,324984,157412,153946,13626
巴基斯坦,448,2,2,2020-03-20,324984,157412,153946,13626
芬兰,400,1,0,2020-03-20,324984,157412,153946,13626
新加坡,385,124,0,2020-03-20,324984,157412,153946,13626
印度,369,15,32,2020-03-20,324984,157412,153946,13626
印度尼西亚,369,9,32,2020-03-20,324984,157412,153946,13626
土耳其,359,0,4,2020-03-20,324984,157412,153946,13626
波兰,355,13,5,2020-03-20,324984,157412,153946,13626
智利,342,0,0,2020-03-20,324984,157412,153946,13626
冰岛,330,0,0,2020-03-20,324984,157412,153946,13626
泰国,322,43,1,2020-03-20,324984,157412,153946,13626
斯洛文尼亚,286,0,1,2020-03-20,324984,157412,153946,13626
巴林,285,100,1,2020-03-20,324984,157412,153946,13626
罗马尼亚,277,25,0,2020-03-20,324984,157412,153946,13626
沙特阿拉伯,274,6,0,2020-03-20,324984,157412,153946,13626
爱沙尼亚,267,0,0,2020-03-20,324984,157412,153946,13626
厄瓜多尔,260,0,3,2020-03-20,324984,157412,153946,13626
埃及,256,28,6,2020-03-20,324984,157412,153946,13626
俄罗斯,253,15,1,2020-03-20,324984,157412,153946,13626
秘鲁,234,0,1,2020-03-20,324984,157412,153946,13626
菲律宾,230,7,18,2020-03-20,324984,157412,153946,13626
南非,202,0,0,2020-03-20,324984,157412,153946,13626
伊拉克,192,49,13,2020-03-20,324984,157412,153946,13626
墨西哥,164,1,1,2020-03-20,324984,157412,153946,13626
黎巴嫩,163,1,4,2020-03-20,324984,157412,153946,13626
科威特,159,12,0,2020-03-20,324984,157412,153946,13626
阿联酋,140,31,0,2020-03-20,324984,157412,153946,13626
亚美尼亚,136,1,0,2020-03-20,324984,157412,153946,13626
巴拿马,135,0,1,2020-03-20,324984,157412,153946,13626
阿根廷,128,1,3,2020-03-20,324984,157412,153946,13626
哥伦比亚,128,0,0,2020-03-20,324984,157412,153946,13626
斯洛伐克,123,0,1,2020-03-20,324984,157412,153946,13626
塞尔维亚,118,0,0,2020-03-20,324984,157412,153946,13626
圣马力诺,109,2,14,2020-03-20,324984,157412,153946,13626
保加利亚,107,0,2,2020-03-20,324984,157412,153946,13626
克罗地亚,102,5,1,2020-03-20,324984,157412,153946,13626
乌拉圭,94,0,0,2020-03-20,324984,157412,153946,13626
阿尔及利亚,90,12,6,2020-03-20,324984,157412,153946,13626
越南,87,17,0,2020-03-20,324984,157412,153946,13626
哥斯达黎加,87,0,1,2020-03-20,324984,157412,153946,13626
拉脱维亚,86,0,0,2020-03-20,324984,157412,153946,13626
匈牙利,85,2,1,2020-03-20,324984,157412,153946,13626
文莱,78,1,0,2020-03-20,324984,157412,153946,13626
安道尔,75,1,0,2020-03-20,324984,157412,153946,13626
斯里兰卡,71,1,0,2020-03-20,324984,157412,153946,13626
约旦,70,1,0,2020-03-20,324984,157412,153946,13626
白俄罗斯,69,15,0,2020-03-20,324984,157412,153946,13626
北马其顿,67,0,0,2020-03-20,324984,157412,153946,13626
塞浦路斯,67,0,0,2020-03-20,324984,157412,153946,13626
摩洛哥,66,2,3,2020-03-20,324984,157412,153946,13626
波黑,64,0,0,2020-03-20,324984,157412,153946,13626
阿尔巴尼亚,59,0,2,2020-03-20,324984,157412,153946,13626
法罗群岛,58,0,0,2020-03-20,324984,157412,153946,13626
摩尔多瓦,49,1,1,2020-03-20,324984,157412,153946,13626
哈萨克斯坦,49,0,0,2020-03-20,324984,157412,153946,13626
阿曼,48,13,0,2020-03-20,324984,157412,153946,13626
马耳他,48,0,0,2020-03-20,324984,157412,153946,13626
巴勒斯坦,47,0,0,2020-03-20,324984,157412,153946,13626
格鲁吉亚,43,1,0,2020-03-20,324984,157412,153946,13626
委内瑞拉,42,0,0,2020-03-20,324984,157412,153946,13626
立陶宛,41,0,0,2020-03-20,324984,157412,153946,13626
新西兰,39,0,0,2020-03-20,324984,157412,153946,13626
突尼斯,39,0,0,2020-03-20,324984,157412,153946,13626
塞内加尔,38,2,0,2020-03-20,324984,157412,153946,13626
柬埔寨,35,1,0,2020-03-20,324984,157412,153946,13626
阿塞拜疆,34,6,1,2020-03-20,324984,157412,153946,13626
多米尼加,34,0,1,2020-03-20,324984,157412,153946,13626
布基纳法索,33,0,1,2020-03-20,324984,157412,153946,13626
乌兹别克斯坦,33,0,0,2020-03-20,324984,157412,153946,13626
瓜德罗普岛,33,0,0,2020-03-20,324984,157412,153946,13626
乌克兰,26,0,3,2020-03-20,324984,157412,153946,13626
列支敦士登,25,0,0,2020-03-20,324984,157412,153946,13626
阿富汗,24,0,0,2020-03-20,324984,157412,153946,13626
洪都拉斯,24,0,0,2020-03-20,324984,157412,153946,13626
马提尼克,23,0,0,2020-03-20,324984,157412,153946,13626
喀麦隆,21,0,0,2020-03-20,324984,157412,153946,13626
孟加拉国,20,3,1,2020-03-20,324984,157412,153946,13626
刚果（金）,18,0,0,2020-03-20,324984,157412,153946,13626
古巴,16,0,1,2020-03-20,324984,157412,153946,13626
加纳,16,0,0,2020-03-20,324984,157412,153946,13626
牙买加,15,0,1,2020-03-20,324984,157412,153946,13626
马尔代夫,13,0,0,2020-03-20,324984,157412,153946,13626
尼日利亚,12,1,0,2020-03-20,324984,157412,153946,13626
玻利维亚,12,0,0,2020-03-20,324984,157412,153946,13626
泽西岛,12,0,0,2020-03-20,324984,157412,153946,13626
留尼旺,12,0,0,2020-03-20,324984,157412,153946,13626
摩纳哥,11,0,0,2020-03-20,324984,157412,153946,13626
巴拉圭,11,0,0,2020-03-20,324984,157412,153946,13626
圭亚那,11,0,1,2020-03-20,324984,157412,153946,13626
法属圭亚那,11,0,0,2020-03-20,324984,157412,153946,13626
卢旺达,11,0,0,2020-03-20,324984,157412,153946,13626
黑山,10,0,0,2020-03-20,324984,157412,153946,13626
多哥,9,1,0,2020-03-20,324984,157412,153946,13626
科特迪瓦,9,1,0,2020-03-20,324984,157412,153946,13626
埃塞俄比亚,9,0,0,2020-03-20,324984,157412,153946,13626
直布罗陀,8,0,0,2020-03-20,324984,157412,153946,13626
特立尼达和多巴哥,7,0,0,2020-03-20,324984,157412,153946,13626
肯尼亚,7,0,0,2020-03-20,324984,157412,153946,13626
毛里求斯,7,0,0,2020-03-20,324984,157412,153946,13626
危地马拉,6,0,1,2020-03-20,324984,157412,153946,13626
几内亚,6,0,0,2020-03-20,324984,157412,153946,13626
赤道几内亚,6,0,0,2020-03-20,324984,157412,153946,13626
塞舌尔,6,0,0,2020-03-20,324984,157412,153946,13626
坦桑尼亚,6,0,0,2020-03-20,324984,157412,153946,13626
吉尔吉斯斯坦,6,0,0,2020-03-20,324984,157412,153946,13626
蒙古,5,0,0,2020-03-20,324984,157412,153946,13626
波多黎各,5,0,0,2020-03-20,324984,157412,153946,13626
关岛,5,0,0,2020-03-20,324984,157412,153946,13626
加蓬,4,0,1,2020-03-20,324984,157412,153946,13626
圣马丁岛,4,0,0,2020-03-20,324984,157412,153946,13626
阿鲁巴,4,0,0,2020-03-20,324984,157412,153946,13626
法属波利尼西亚,3,0,0,2020-03-20,324984,157412,153946,13626
圣巴泰勒米,3,0,0,2020-03-20,324984,157412,153946,13626
中非共和国,3,0,0,2020-03-20,324984,157412,153946,13626
马约特,3,0,0,2020-03-20,324984,157412,153946,13626
巴哈马,3,0,0,2020-03-20,324984,157412,153946,13626
刚果（布）,3,0,0,2020-03-20,324984,157412,153946,13626
库拉索岛,3,0,0,2020-03-20,324984,157412,153946,13626
圣巴泰勒米岛,3,0,0,2020-03-20,324984,157412,153946,13626
苏丹,2,0,1,2020-03-20,324984,157412,153946,13626
苏里南,2,0,0,2020-03-20,324984,157412,153946,13626
纳米比亚,2,0,0,2020-03-20,324984,157412,153946,13626
毛里塔尼亚,2,0,0,2020-03-20,324984,157412,153946,13626
格陵兰,2,0,0,2020-03-20,324984,157412,153946,13626
利比里亚,2,0,0,2020-03-20,324984,157412,153946,13626
圣卢西亚,2,0,0,2020-03-20,324984,157412,153946,13626
赞比亚共和国,2,0,0,2020-03-20,324984,157412,153946,13626
美属维尔京群岛,2,0,0,2020-03-20,324984,157412,153946,13626
巴巴多斯,2,0,0,2020-03-20,324984,157412,153946,13626
尼泊尔,1,1,0,2020-03-20,324984,157412,153946,13626
不丹,1,0,0,2020-03-20,324984,157412,153946,13626
梵蒂冈,1,0,0,2020-03-20,324984,157412,153946,13626
根西岛,1,0,0,2020-03-20,324984,157412,153946,13626
圣文森特和格林纳丁斯,1,0,0,2020-03-20,324984,157412,153946,13626
斯威士兰,1,0,0,2020-03-20,324984,157412,153946,13626
安提瓜和巴布达,1,0,0,2020-03-20,324984,157412,153946,13626
开曼群岛,1,0,1,2020-03-20,324984,157412,153946,13626
马里,1,0,0,2020-03-20,324984,157412,153946,13626
索马里,1,0,0,2020-03-20,324984,157412,153946,13626
贝宁,1,0,0,2020-03-20,324984,157412,153946,13626
冈比亚,1,0,0,2020-03-20,324984,157412,153946,13626
吉布提,1,0,0,2020-03-20,324984,157412,153946,13626
萨尔瓦多,1,0,0,2020-03-20,324984,157412,153946,13626
尼加拉瓜,1,0,0,2020-03-20,324984,157412,153946,13626
斐济,1,0,0,2020-03-20,324984,157412,153946,13626
尼日尔,1,0,0,2020-03-20,324984,157412,153946,13626
马恩岛,1,0,0,2020-03-20,324984,157412,153946,13626
中国,154919,133597,6432,2020-03-19,301964,140710,148810,12444
意大利,37178,4025,2978,2020-03-19,301964,140710,148810,12444
伊朗,18407,5979,1284,2020-03-19,301964,140710,148810,12444
西班牙,17147,1081,767,2020-03-19,301964,140710,148810,12444
德国,13979,135,28,2020-03-19,301964,140710,148810,12444
美国,10259,106,153,2020-03-19,301964,140710,148810,12444
法国,9134,602,264,2020-03-19,301964,140710,148810,12444
韩国,8565,1947,91,2020-03-19,301964,140710,148810,12444
瑞士,3438,3,39,2020-03-19,301964,140710,148810,12444
英国,2626,65,104,2020-03-19,301964,140710,148810,12444
荷兰,2460,0,58,2020-03-19,301964,140710,148810,12444
比利时,1795,1,14,2020-03-19,301964,140710,148810,12444
奥地利,1646,9,4,2020-03-19,301964,140710,148810,12444
挪威,1562,0,6,2020-03-19,301964,140710,148810,12444
瑞典,1279,1,10,2020-03-19,301964,140710,148810,12444
丹麦,1057,1,4,2020-03-19,301964,140710,148810,12444
日本,956,157,33,2020-03-19,301964,140710,148810,12444
马来西亚,900,60,2,2020-03-19,301964,140710,148810,12444
加拿大,727,10,9,2020-03-19,301964,140710,148810,12444
钻石公主号邮轮,712,458,7,2020-03-19,301964,140710,148810,12444
葡萄牙,642,3,1,2020-03-19,301964,140710,148810,12444
澳大利亚,636,27,6,2020-03-19,301964,140710,148810,12444
捷克,572,3,0,2020-03-19,301964,140710,148810,12444
以色列,529,5,0,2020-03-19,301964,140710,148810,12444
巴西,514,0,4,2020-03-19,301964,140710,148810,12444
卡塔尔,452,4,0,2020-03-19,301964,140710,148810,12444
希腊,418,14,5,2020-03-19,301964,140710,148810,12444
爱尔兰,366,0,2,2020-03-19,301964,140710,148810,12444
芬兰,359,1,0,2020-03-19,301964,140710,148810,12444
新加坡,345,117,0,2020-03-19,301964,140710,148810,12444
卢森堡,335,0,4,2020-03-19,301964,140710,148810,12444
印度,309,14,19,2020-03-19,301964,140710,148810,12444
印度尼西亚,309,9,19,2020-03-19,301964,140710,148810,12444
巴基斯坦,301,2,2,2020-03-19,301964,140710,148810,12444
波兰,287,13,5,2020-03-19,301964,140710,148810,12444
斯洛文尼亚,275,0,1,2020-03-19,301964,140710,148810,12444
泰国,272,42,1,2020-03-19,301964,140710,148810,12444
巴林,269,100,1,2020-03-19,301964,140710,148810,12444
爱沙尼亚,258,0,0,2020-03-19,301964,140710,148810,12444
冰岛,250,0,0,2020-03-19,301964,140710,148810,12444
沙特阿拉伯,238,6,0,2020-03-19,301964,140710,148810,12444
智利,238,0,0,2020-03-19,301964,140710,148810,12444
菲律宾,217,7,17,2020-03-19,301964,140710,148810,12444
罗马尼亚,217,3,0,2020-03-19,301964,140710,148810,12444
埃及,210,28,6,2020-03-19,301964,140710,148810,12444
俄罗斯,199,8,1,2020-03-19,301964,140710,148810,12444
土耳其,191,0,2,2020-03-19,301964,140710,148810,12444
伊拉克,177,49,12,2020-03-19,301964,140710,148810,12444
厄瓜多尔,155,0,2,2020-03-19,301964,140710,148810,12444
黎巴嫩,149,1,3,2020-03-19,301964,140710,148810,12444
科威特,148,12,0,2020-03-19,301964,140710,148810,12444
秘鲁,145,0,0,2020-03-19,301964,140710,148810,12444
阿联酋,140,31,0,2020-03-19,301964,140710,148810,12444
亚美尼亚,122,1,0,2020-03-19,301964,140710,148810,12444
墨西哥,118,1,1,2020-03-19,301964,140710,148810,12444
南非,116,0,0,2020-03-19,301964,140710,148810,12444
圣马力诺,109,2,14,2020-03-19,301964,140710,148810,12444
巴拿马,109,0,1,2020-03-19,301964,140710,148810,12444
斯洛伐克,105,0,1,2020-03-19,301964,140710,148810,12444
哥伦比亚,102,0,0,2020-03-19,301964,140710,148810,12444
阿根廷,97,1,2,2020-03-19,301964,140710,148810,12444
保加利亚,92,0,2,2020-03-19,301964,140710,148810,12444
塞尔维亚,89,0,0,2020-03-19,301964,140710,148810,12444
阿尔及利亚,82,12,5,2020-03-19,301964,140710,148810,12444
乌拉圭,79,0,0,2020-03-19,301964,140710,148810,12444
越南,75,16,0,2020-03-19,301964,140710,148810,12444
匈牙利,73,2,1,2020-03-19,301964,140710,148810,12444
文莱,73,0,0,2020-03-19,301964,140710,148810,12444
拉脱维亚,71,0,0,2020-03-19,301964,140710,148810,12444
克罗地亚,69,4,0,2020-03-19,301964,140710,148810,12444
哥斯达黎加,69,0,1,2020-03-19,301964,140710,148810,12444
斯里兰卡,60,1,0,2020-03-19,301964,140710,148810,12444
阿尔巴尼亚,59,0,1,2020-03-19,301964,140710,148810,12444
摩洛哥,58,1,2,2020-03-19,301964,140710,148810,12444
塞浦路斯,58,0,0,2020-03-19,301964,140710,148810,12444
约旦,57,1,0,2020-03-19,301964,140710,148810,12444
安道尔,54,1,0,2020-03-19,301964,140710,148810,12444
白俄罗斯,51,3,0,2020-03-19,301964,140710,148810,12444
法罗群岛,47,0,0,2020-03-19,301964,140710,148810,12444
巴勒斯坦,44,0,0,2020-03-19,301964,140710,148810,12444
哈萨克斯坦,44,0,0,2020-03-19,301964,140710,148810,12444
格鲁吉亚,40,0,0,2020-03-19,301964,140710,148810,12444
阿曼,39,12,0,2020-03-19,301964,140710,148810,12444
突尼斯,39,0,0,2020-03-19,301964,140710,148810,12444
马耳他,38,0,0,2020-03-19,301964,140710,148810,12444
塞内加尔,36,2,0,2020-03-19,301964,140710,148810,12444
摩尔多瓦,36,1,1,2020-03-19,301964,140710,148810,12444
柬埔寨,35,1,0,2020-03-19,301964,140710,148810,12444
北马其顿,35,0,0,2020-03-19,301964,140710,148810,12444
阿塞拜疆,34,6,1,2020-03-19,301964,140710,148810,12444
立陶宛,33,0,0,2020-03-19,301964,140710,148810,12444
委内瑞拉,33,0,0,2020-03-19,301964,140710,148810,12444
新西兰,28,0,0,2020-03-19,301964,140710,148810,12444
布基纳法索,27,0,1,2020-03-19,301964,140710,148810,12444
波黑,24,0,0,2020-03-19,301964,140710,148810,12444
乌兹别克斯坦,23,0,0,2020-03-19,301964,140710,148810,12444
阿富汗,22,0,0,2020-03-19,301964,140710,148810,12444
多米尼加,21,0,1,2020-03-19,301964,140710,148810,12444
瓜德罗普岛,18,0,0,2020-03-19,301964,140710,148810,12444
孟加拉国,17,3,1,2020-03-19,301964,140710,148810,12444
乌克兰,16,0,2,2020-03-19,301964,140710,148810,12444
马提尼克,16,0,0,2020-03-19,301964,140710,148810,12444
牙买加,15,0,1,2020-03-19,301964,140710,148810,12444
刚果（金）,14,0,0,2020-03-19,301964,140710,148810,12444
喀麦隆,13,0,0,2020-03-19,301964,140710,148810,12444
马尔代夫,13,0,0,2020-03-19,301964,140710,148810,12444
尼日利亚,12,1,0,2020-03-19,301964,140710,148810,12444
玻利维亚,11,0,0,2020-03-19,301964,140710,148810,12444
古巴,11,0,1,2020-03-19,301964,140710,148810,12444
卢旺达,11,0,0,2020-03-19,301964,140710,148810,12444
摩纳哥,9,0,0,2020-03-19,301964,140710,148810,12444
