国家,确诊,治愈,死亡,日期,累计确诊,现存确诊,累计治愈,累计死亡
美国,1831821,463868,106181,2020-06-03,6203736,3169503,2657707,376526
巴西,558237,240627,31309,2020-06-03,6203736,3169503,2657707,376526
俄罗斯,432277,195957,5215,2020-06-03,6203736,3169503,2657707,376526
英国,277985,539,39369,2020-06-03,6203736,3169503,2657707,376526
西班牙,239932,150376,27127,2020-06-03,6203736,3169503,2657707,376526
意大利,233515,160092,33530,2020-06-03,6203736,3169503,2657707,376526
德国,182370,167300,8551,2020-06-03,6203736,3169503,2657707,376526
秘鲁,174884,69257,4767,2020-06-03,6203736,3169503,2657707,376526
土耳其,165555,129921,4585,2020-06-03,6203736,3169503,2657707,376526
伊朗,160696,125206,8012,2020-06-03,6203736,3169503,2657707,376526
法国,151325,68812,28940,2020-06-03,6203736,3169503,2657707,376526
智利,108686,44946,1188,2020-06-03,6203736,3169503,2657707,376526
墨西哥,97326,70308,10637,2020-06-03,6203736,3169503,2657707,376526
加拿大,92410,50357,7395,2020-06-03,6203736,3169503,2657707,376526
沙特阿拉伯,91182,68159,579,2020-06-03,6203736,3169503,2657707,376526
中国,90363,85472,4689,2020-06-03,6203736,3169503,2657707,376526
巴基斯坦,80463,28923,1688,2020-06-03,6203736,3169503,2657707,376526
卡塔尔,62160,37542,45,2020-06-03,6203736,3169503,2657707,376526
比利时,58685,15959,9522,2020-06-03,6203736,3169503,2657707,376526
孟加拉国,55140,11590,746,2020-06-03,6203736,3169503,2657707,376526
荷兰,46733,11750,5977,2020-06-03,6203736,3169503,2657707,376526
白俄罗斯,44255,19195,243,2020-06-03,6203736,3169503,2657707,376526
厄瓜多尔,40414,4000,3438,2020-06-03,6203736,3169503,2657707,376526
瑞典,38589,4971,4468,2020-06-03,6203736,3169503,2657707,376526
新加坡,36405,22466,24,2020-06-03,6203736,3169503,2657707,376526
南非,35812,18313,755,2020-06-03,6203736,3169503,2657707,376526
阿联酋,35788,18726,269,2020-06-03,6203736,3169503,2657707,376526
葡萄牙,32895,19552,1436,2020-06-03,6203736,3169503,2657707,376526
哥伦比亚,31833,9661,1009,2020-06-03,6203736,3169503,2657707,376526
瑞士,30792,28445,1656,2020-06-03,6203736,3169503,2657707,376526
科威特,29359,15750,230,2020-06-03,6203736,3169503,2657707,376526
印度,28233,8406,1698,2020-06-03,6203736,3169503,2657707,376526
印度尼西亚,28233,8406,1698,2020-06-03,6203736,3169503,2657707,376526
埃及,27536,6827,1052,2020-06-03,6203736,3169503,2657707,376526
爱尔兰,25062,21060,1650,2020-06-03,6203736,3169503,2657707,376526
波兰,24395,11726,1092,2020-06-03,6203736,3169503,2657707,376526
乌克兰,24340,7575,727,2020-06-03,6203736,3169503,2657707,376526
菲律宾,19748,4153,974,2020-06-03,6203736,3169503,2657707,376526
罗马尼亚,19517,13526,1279,2020-06-03,6203736,3169503,2657707,376526
阿根廷,18319,4617,569,2020-06-03,6203736,3169503,2657707,376526
多米尼加,17572,993,502,2020-06-03,6203736,3169503,2657707,376526
以色列,17342,14955,290,2020-06-03,6203736,3169503,2657707,376526
日本,17000,14406,901,2020-06-03,6203736,3169503,2657707,376526
奥地利,16663,14951,668,2020-06-03,6203736,3169503,2657707,376526
阿富汗,16509,1450,270,2020-06-03,6203736,3169503,2657707,376526
巴拿马,13837,455,344,2020-06-03,6203736,3169503,2657707,376526
阿曼,13538,2845,67,2020-06-03,6203736,3169503,2657707,376526
塞尔维亚,12497,7527,274,2020-06-03,6203736,3169503,2657707,376526
巴林,12229,7397,19,2020-06-03,6203736,3169503,2657707,376526
丹麦,11734,9643,580,2020-06-03,6203736,3169503,2657707,376526
哈萨克斯坦,11571,4214,41,2020-06-03,6203736,3169503,2657707,376526
韩国,11541,10446,272,2020-06-03,6203736,3169503,2657707,376526
尼日利亚,10819,3239,314,2020-06-03,6203736,3169503,2657707,376526
亚美尼亚,10524,3454,170,2020-06-03,6203736,3169503,2657707,376526
玻利维亚,9982,159,313,2020-06-03,6203736,3169503,2657707,376526
阿尔及利亚,9626,6067,667,2020-06-03,6203736,3169503,2657707,376526
捷克,9334,6681,323,2020-06-03,6203736,3169503,2657707,376526
挪威,8440,7999,236,2020-06-03,6203736,3169503,2657707,376526
摩尔多瓦,8360,4455,307,2020-06-03,6203736,3169503,2657707,376526
加纳,8297,2986,38,2020-06-03,6203736,3169503,2657707,376526
马来西亚,7970,6531,115,2020-06-03,6203736,3169503,2657707,376526
摩洛哥,7833,5893,205,2020-06-03,6203736,3169503,2657707,376526
伊拉克,7387,3508,235,2020-06-03,6203736,3169503,2657707,376526
澳大利亚,7229,6640,102,2020-06-03,6203736,3169503,2657707,376526
芬兰,6885,4800,320,2020-06-03,6203736,3169503,2657707,376526
喀麦隆,6397,1996,199,2020-06-03,6203736,3169503,2657707,376526
阿塞拜疆,5935,3564,71,2020-06-03,6203736,3169503,2657707,376526
苏丹,5310,1625,307,2020-06-03,6203736,3169503,2657707,376526
洪都拉斯,5202,0,212,2020-06-03,6203736,3169503,2657707,376526
危地马拉,5087,0,108,2020-06-03,6203736,3169503,2657707,376526
卢森堡,4019,3789,110,2020-06-03,6203736,3169503,2657707,376526
塔吉克斯坦,4013,1223,47,2020-06-03,6203736,3169503,2657707,376526
塞内加尔,3932,2063,45,2020-06-03,6203736,3169503,2657707,376526
匈牙利,3931,2190,534,2020-06-03,6203736,3169503,2657707,376526
几内亚,3886,2267,23,2020-06-03,6203736,3169503,2657707,376526
波多黎各,3873,0,136,2020-06-03,6203736,3169503,2657707,376526
吉布提,3779,1607,25,2020-06-03,6203736,3169503,2657707,376526
乌兹别克斯坦,3718,2636,15,2020-06-03,6203736,3169503,2657707,376526
刚果（金）,3325,482,72,2020-06-03,6203736,3169503,2657707,376526
泰国,3083,2945,58,2020-06-03,6203736,3169503,2657707,376526
科特迪瓦,2951,1348,33,2020-06-03,6203736,3169503,2657707,376526
希腊,2917,1473,175,2020-06-03,6203736,3169503,2657707,376526
加蓬,2803,779,20,2020-06-03,6203736,3169503,2657707,376526
萨尔瓦多,2582,0,46,2020-06-03,6203736,3169503,2657707,376526
波黑,2523,1696,153,2020-06-03,6203736,3169503,2657707,376526
保加利亚,2513,727,144,2020-06-03,6203736,3169503,2657707,376526
北马其顿,2391,1595,141,2020-06-03,6203736,3169503,2657707,376526
尼泊尔,2300,278,9,2020-06-03,6203736,3169503,2657707,376526
克罗地亚,2246,2027,103,2020-06-03,6203736,3169503,2657707,376526
海地,2124,0,44,2020-06-03,6203736,3169503,2657707,376526
肯尼亚,2093,499,71,2020-06-03,6203736,3169503,2657707,376526
索马里,2089,380,79,2020-06-03,6203736,3169503,2657707,376526
古巴,2083,525,83,2020-06-03,6203736,3169503,2657707,376526
马约特,1934,0,24,2020-06-03,6203736,3169503,2657707,376526
爱沙尼亚,1870,1275,68,2020-06-03,6203736,3169503,2657707,376526
吉尔吉斯斯坦,1845,980,17,2020-06-03,6203736,3169503,2657707,376526
马尔代夫,1829,488,6,2020-06-03,6203736,3169503,2657707,376526
冰岛,1806,1755,10,2020-06-03,6203736,3169503,2657707,376526
斯里兰卡,1683,823,11,2020-06-03,6203736,3169503,2657707,376526
立陶宛,1678,1049,70,2020-06-03,6203736,3169503,2657707,376526
斯洛伐克,1522,1368,28,2020-06-03,6203736,3169503,2657707,376526
委内瑞拉,1510,0,14,2020-06-03,6203736,3169503,2657707,376526
斯洛文尼亚,1509,1335,108,2020-06-03,6203736,3169503,2657707,376526
马里,1351,769,78,2020-06-03,6203736,3169503,2657707,376526
埃塞俄比亚,1344,231,14,2020-06-03,6203736,3169503,2657707,376526
几内亚比绍,1339,42,8,2020-06-03,6203736,3169503,2657707,376526
南苏丹,1317,6,14,2020-06-03,6203736,3169503,2657707,376526
黎巴嫩,1233,712,27,2020-06-03,6203736,3169503,2657707,376526
中非共和国,1173,23,4,2020-06-03,6203736,3169503,2657707,376526
阿尔巴尼亚,1164,714,33,2020-06-03,6203736,3169503,2657707,376526
新西兰,1154,1347,22,2020-06-03,6203736,3169503,2657707,376526
赞比亚共和国,1089,779,7,2020-06-03,6203736,3169503,2657707,376526
突尼斯,1084,964,48,2020-06-03,6203736,3169503,2657707,376526
拉脱维亚,1071,464,24,2020-06-03,6203736,3169503,2657707,376526
哥斯达黎加,1056,0,10,2020-06-03,6203736,3169503,2657707,376526
赤道几内亚,1043,165,12,2020-06-03,6203736,3169503,2657707,376526
巴拉圭,995,198,11,2020-06-03,6203736,3169503,2657707,376526
尼日尔,958,734,64,2020-06-03,6203736,3169503,2657707,376526
塞浦路斯,949,504,26,2020-06-03,6203736,3169503,2657707,376526
尼加拉瓜,885,0,35,2020-06-03,6203736,3169503,2657707,376526
布基纳法索,883,655,53,2020-06-03,6203736,3169503,2657707,376526
塞拉利昂,865,205,46,2020-06-03,6203736,3169503,2657707,376526
马达加斯加,826,165,6,2020-06-03,6203736,3169503,2657707,376526
乌拉圭,823,654,22,2020-06-03,6203736,3169503,2657707,376526
格鲁吉亚,796,634,12,2020-06-03,6203736,3169503,2657707,376526
乍得,790,0,66,2020-06-03,6203736,3169503,2657707,376526
安道尔,765,472,51,2020-06-03,6203736,3169503,2657707,376526
约旦,746,457,9,2020-06-03,6203736,3169503,2657707,376526
钻石公主号邮轮,712,574,13,2020-06-03,6203736,3169503,2657707,376526
圣马力诺,687,2,42,2020-06-03,6203736,3169503,2657707,376526
毛里塔尼亚,668,55,31,2020-06-03,6203736,3169503,2657707,376526
巴勒斯坦,628,346,5,2020-06-03,6203736,3169503,2657707,376526
马耳他,619,367,9,2020-06-03,6203736,3169503,2657707,376526
刚果（布）,611,179,20,2020-06-03,6203736,3169503,2657707,376526
牙买加,581,0,9,2020-06-03,6203736,3169503,2657707,376526
坦桑尼亚,509,167,21,2020-06-03,6203736,3169503,2657707,376526
圭亚那,499,27,12,2020-06-03,6203736,3169503,2657707,376526
法属圭亚那,499,0,1,2020-06-03,6203736,3169503,2657707,376526
乌干达,489,79,0,2020-06-03,6203736,3169503,2657707,376526
留尼旺,473,0,1,2020-06-03,6203736,3169503,2657707,376526
佛得角,458,44,4,2020-06-03,6203736,3169503,2657707,376526
圣多美和普林西比,458,68,12,2020-06-03,6203736,3169503,2657707,376526
多哥,443,107,13,2020-06-03,6203736,3169503,2657707,376526
也门共和国,403,18,87,2020-06-03,6203736,3169503,2657707,376526
卢旺达,377,178,1,2020-06-03,6203736,3169503,2657707,376526
贝宁,339,62,3,2020-06-03,6203736,3169503,2657707,376526
马恩岛,336,0,24,2020-06-03,6203736,3169503,2657707,376526
马拉维,336,42,4,2020-06-03,6203736,3169503,2657707,376526
毛里求斯,335,322,10,2020-06-03,6203736,3169503,2657707,376526
越南,328,267,0,2020-06-03,6203736,3169503,2657707,376526
黑山,324,315,9,2020-06-03,6203736,3169503,2657707,376526
泽西岛,308,0,29,2020-06-03,6203736,3169503,2657707,376526
莫桑比克,307,98,2,2020-06-03,6203736,3169503,2657707,376526
利比里亚,296,85,27,2020-06-03,6203736,3169503,2657707,376526
斯威士兰,293,13,3,2020-06-03,6203736,3169503,2657707,376526
根西岛,252,0,13,2020-06-03,6203736,3169503,2657707,376526
缅甸,228,130,6,2020-06-03,6203736,3169503,2657707,376526
马提尼克,200,0,14,2020-06-03,6203736,3169503,2657707,376526
法罗群岛,187,0,0,2020-06-03,6203736,3169503,2657707,376526
蒙古,185,24,0,2020-06-03,6203736,3169503,2657707,376526
津巴布韦,178,28,4,2020-06-03,6203736,3169503,2657707,376526
直布罗陀,170,0,1,2020-06-03,6203736,3169503,2657707,376526
利比亚,168,75,5,2020-06-03,6203736,3169503,2657707,376526
关岛,167,0,5,2020-06-03,6203736,3169503,2657707,376526
瓜德罗普岛,162,0,14,2020-06-03,6203736,3169503,2657707,376526
文莱,141,131,2,2020-06-03,6203736,3169503,2657707,376526
开曼群岛,141,0,2,2020-06-03,6203736,3169503,2657707,376526
百慕大,140,0,9,2020-06-03,6203736,3169503,2657707,376526
柬埔寨,125,122,0,2020-06-03,6203736,3169503,2657707,376526
叙利亚,123,41,5,2020-06-03,6203736,3169503,2657707,376526
特立尼达和多巴哥,117,0,8,2020-06-03,6203736,3169503,2657707,376526
巴哈马,102,0,11,2020-06-03,6203736,3169503,2657707,376526
阿鲁巴,101,0,3,2020-06-03,6203736,3169503,2657707,376526
安哥拉,86,17,4,2020-06-03,6203736,3169503,2657707,376526
美属维尔京群岛,70,0,6,2020-06-03,6203736,3169503,2657707,376526
布隆迪共和国,63,4,1,2020-06-03,6203736,3169503,2657707,376526
科摩罗,62,0,2,2020-06-03,6203736,3169503,2657707,376526
不丹,47,0,0,2020-06-03,6203736,3169503,2657707,376526
苏里南,44,6,1,2020-06-03,6203736,3169503,2657707,376526
圣马丁岛,41,0,3,2020-06-03,6203736,3169503,2657707,376526
博茨瓦纳,38,0,1,2020-06-03,6203736,3169503,2657707,376526
圣文森特和格林纳丁斯,26,0,0,2020-06-03,6203736,3169503,2657707,376526
纳米比亚,25,3,0,2020-06-03,6203736,3169503,2657707,376526
库拉索岛,20,0,1,2020-06-03,6203736,3169503,2657707,376526
新喀里多尼亚,19,0,0,2020-06-03,6203736,3169503,2657707,376526
格陵兰,13,0,0,2020-06-03,6203736,3169503,2657707,376526
美国,1812125,458231,105192,2020-06-02,5889342,2980295,2537656,371391
巴西,530733,240627,30079,2020-06-02,5889342,2980295,2537656,371391
英国,277985,539,39369,2020-06-02,5889342,2980295,2537656,371391
西班牙,239932,150376,27127,2020-06-02,5889342,2980295,2537656,371391
意大利,233197,158355,33475,2020-06-02,5889342,2980295,2537656,371391
印度,198706,95527,5598,2020-06-02,5889342,2980295,2537656,371391
德国,182028,166400,8522,2020-06-02,5889342,2980295,2537656,371391
秘鲁,170039,68507,4634,2020-06-02,5889342,2980295,2537656,371391
土耳其,164769,128947,4563,2020-06-02,5889342,2980295,2537656,371391
伊朗,157562,123077,7942,2020-06-02,5889342,2980295,2537656,371391
法国,152091,68440,28833,2020-06-02,5889342,2980295,2537656,371391
智利,105159,44946,1113,2020-06-02,5889342,2980295,2537656,371391
墨西哥,93435,67491,10167,2020-06-02,5889342,2980295,2537656,371391
加拿大,92151,49726,7344,2020-06-02,5889342,2980295,2537656,371391
中国,89012,84084,4669,2020-06-02,5889342,2980295,2537656,371391
沙特阿拉伯,89011,65790,549,2020-06-02,5889342,2980295,2537656,371391
巴基斯坦,76398,27110,1621,2020-06-02,5889342,2980295,2537656,371391
卡塔尔,60259,36036,43,2020-06-02,5889342,2980295,2537656,371391
比利时,58615,15934,9505,2020-06-02,5889342,2980295,2537656,371391
孟加拉国,52445,11120,709,2020-06-02,5889342,2980295,2537656,371391
荷兰,46647,11750,5967,2020-06-02,5889342,2980295,2537656,371391
俄罗斯,44255,19195,243,2020-06-02,5889342,2980295,2537656,371391
白俄罗斯,44255,19195,243,2020-06-02,5889342,2980295,2537656,371391
厄瓜多尔,39098,3900,3358,2020-06-02,5889342,2980295,2537656,371391
瑞典,37814,4971,4403,2020-06-02,5889342,2980295,2537656,371391
新加坡,35836,22466,24,2020-06-02,5889342,2980295,2537656,371391
阿联酋,35788,18726,269,2020-06-02,5889342,2980295,2537656,371391
南非,34357,17291,705,2020-06-02,5889342,2980295,2537656,371391
葡萄牙,32700,19552,1424,2020-06-02,5889342,2980295,2537656,371391
瑞士,30862,28400,1657,2020-06-02,5889342,2980295,2537656,371391
哥伦比亚,30493,9661,969,2020-06-02,5889342,2980295,2537656,371391
科威特,28649,14281,229,2020-06-02,5889342,2980295,2537656,371391
印度尼西亚,27549,7935,1663,2020-06-02,5889342,2980295,2537656,371391
爱尔兰,25062,21060,1650,2020-06-02,5889342,2980295,2537656,371391
埃及,24985,6037,959,2020-06-02,5889342,2980295,2537656,371391
波兰,24165,11449,1074,2020-06-02,5889342,2980295,2537656,371391
乌克兰,24012,7575,718,2020-06-02,5889342,2980295,2537656,371391
罗马尼亚,19257,12829,1262,2020-06-02,5889342,2980295,2537656,371391
菲律宾,18997,4063,966,2020-06-02,5889342,2980295,2537656,371391
多米尼加,17285,993,502,2020-06-02,5889342,2980295,2537656,371391
以色列,17219,14915,287,2020-06-02,5889342,2980295,2537656,371391
日本,17000,14406,901,2020-06-02,5889342,2980295,2537656,371391
阿根廷,16851,4617,539,2020-06-02,5889342,2980295,2537656,371391
奥地利,16642,14951,668,2020-06-02,5889342,2980295,2537656,371391
阿富汗,15750,1428,265,2020-06-02,5889342,2980295,2537656,371391
巴拿马,13837,455,344,2020-06-02,5889342,2980295,2537656,371391
阿曼,12799,2812,59,2020-06-02,5889342,2980295,2537656,371391
塞尔维亚,12476,7527,273,2020-06-02,5889342,2980295,2537656,371391
巴林,11804,7079,19,2020-06-02,5889342,2980295,2537656,371391
丹麦,11734,9643,580,2020-06-02,5889342,2980295,2537656,371391
韩国,11541,10446,272,2020-06-02,5889342,2980295,2537656,371391
哈萨克斯坦,11308,4214,41,2020-06-02,5889342,2980295,2537656,371391
尼日利亚,10578,3122,299,2020-06-02,5889342,2980295,2537656,371391
亚美尼亚,10009,3427,158,2020-06-02,5889342,2980295,2537656,371391
玻利维亚,9592,159,310,2020-06-02,5889342,2980295,2537656,371391
阿尔及利亚,9513,5894,661,2020-06-02,5889342,2980295,2537656,371391
捷克,9273,6551,320,2020-06-02,5889342,2980295,2537656,371391
挪威,8440,7999,236,2020-06-02,5889342,2980295,2537656,371391
加纳,8297,2986,38,2020-06-02,5889342,2980295,2537656,371391
摩尔多瓦,8251,4455,295,2020-06-02,5889342,2980295,2537656,371391
马来西亚,7877,6470,115,2020-06-02,5889342,2980295,2537656,371391
摩洛哥,7833,5893,205,2020-06-02,5889342,2980295,2537656,371391
伊拉克,7387,3508,235,2020-06-02,5889342,2980295,2537656,371391
澳大利亚,7204,6619,103,2020-06-02,5889342,2980295,2537656,371391
芬兰,6859,4800,320,2020-06-02,5889342,2980295,2537656,371391
阿塞拜疆,5935,3564,71,2020-06-02,5889342,2980295,2537656,371391
喀麦隆,5904,1996,191,2020-06-02,5889342,2980295,2537656,371391
洪都拉斯,5094,0,201,2020-06-02,5889342,2980295,2537656,371391
苏丹,5026,1423,286,2020-06-02,5889342,2980295,2537656,371391
危地马拉,4739,0,102,2020-06-02,5889342,2980295,2537656,371391
卢森堡,4018,3789,110,2020-06-02,5889342,2980295,2537656,371391
塔吉克斯坦,3930,1223,47,2020-06-02,5889342,2980295,2537656,371391
匈牙利,3921,2160,532,2020-06-02,5889342,2980295,2537656,371391
塞内加尔,3836,1954,43,2020-06-02,5889342,2980295,2537656,371391
波多黎各,3776,0,136,2020-06-02,5889342,2980295,2537656,371391
几内亚,3771,2112,23,2020-06-02,5889342,2980295,2537656,371391
乌兹别克斯坦,3662,2636,15,2020-06-02,5889342,2980295,2537656,371391
吉布提,3569,1521,24,2020-06-02,5889342,2980295,2537656,371391
刚果（金）,3325,482,72,2020-06-02,5889342,2980295,2537656,371391
泰国,3082,2945,57,2020-06-02,5889342,2980295,2537656,371391
希腊,2917,1473,175,2020-06-02,5889342,2980295,2537656,371391
科特迪瓦,2833,1348,33,2020-06-02,5889342,2980295,2537656,371391
加蓬,2655,709,17,2020-06-02,5889342,2980295,2537656,371391
萨尔瓦多,2517,0,46,2020-06-02,5889342,2980295,2537656,371391
保加利亚,2513,727,140,2020-06-02,5889342,2980295,2537656,371391
波黑,2509,1696,152,2020-06-02,5889342,2980295,2537656,371391
北马其顿,2315,1569,140,2020-06-02,5889342,2980295,2537656,371391
克罗地亚,2246,2027,103,2020-06-02,5889342,2980295,2537656,371391
尼泊尔,2099,266,8,2020-06-02,5889342,2980295,2537656,371391
肯尼亚,2093,499,71,2020-06-02,5889342,2980295,2537656,371391
古巴,2045,525,83,2020-06-02,5889342,2980295,2537656,371391
马里,1976,669,78,2020-06-02,5889342,2980295,2537656,371391
索马里,1976,310,78,2020-06-02,5889342,2980295,2537656,371391
马约特,1871,0,23,2020-06-02,5889342,2980295,2537656,371391
爱沙尼亚,1869,1275,68,2020-06-02,5889342,2980295,2537656,371391
海地,1865,0,41,2020-06-02,5889342,2980295,2537656,371391
马尔代夫,1829,488,6,2020-06-02,5889342,2980295,2537656,371391
吉尔吉斯斯坦,1817,980,16,2020-06-02,5889342,2980295,2537656,371391
冰岛,1806,1755,10,2020-06-02,5889342,2980295,2537656,371391
立陶宛,1675,1049,70,2020-06-02,5889342,2980295,2537656,371391
斯里兰卡,1643,811,11,2020-06-02,5889342,2980295,2537656,371391
斯洛伐克,1522,1368,28,2020-06-02,5889342,2980295,2537656,371391
斯洛文尼亚,1509,1335,108,2020-06-02,5889342,2980295,2537656,371391
委内瑞拉,1459,0,14,2020-06-02,5889342,2980295,2537656,371391
几内亚比绍,1322,42,8,2020-06-02,5889342,2980295,2537656,371391
埃塞俄比亚,1257,217,12,2020-06-02,5889342,2980295,2537656,371391
黎巴嫩,1220,712,27,2020-06-02,5889342,2980295,2537656,371391
新西兰,1154,1347,22,2020-06-02,5889342,2980295,2537656,371391
阿尔巴尼亚,1143,714,33,2020-06-02,5889342,2980295,2537656,371391
突尼斯,1084,964,48,2020-06-02,5889342,2980295,2537656,371391
拉脱维亚,1066,464,24,2020-06-02,5889342,2980295,2537656,371391
赞比亚共和国,1057,779,7,2020-06-02,5889342,2980295,2537656,371391
哥斯达黎加,1047,0,10,2020-06-02,5889342,2980295,2537656,371391
赤道几内亚,1043,165,12,2020-06-02,5889342,2980295,2537656,371391
中非共和国,1011,23,2,2020-06-02,5889342,2980295,2537656,371391
南苏丹,994,6,10,2020-06-02,5889342,2980295,2537656,371391
巴拉圭,986,198,11,2020-06-02,5889342,2980295,2537656,371391
尼日尔,958,734,64,2020-06-02,5889342,2980295,2537656,371391
塞浦路斯,944,504,26,2020-06-02,5889342,2980295,2537656,371391
尼加拉瓜,885,0,35,2020-06-02,5889342,2980295,2537656,371391
布基纳法索,881,655,53,2020-06-02,5889342,2980295,2537656,371391
塞拉利昂,861,205,46,2020-06-02,5889342,2980295,2537656,371391
乌拉圭,821,654,22,2020-06-02,5889342,2980295,2537656,371391
格鲁吉亚,796,634,12,2020-06-02,5889342,2980295,2537656,371391
乍得,778,0,65,2020-06-02,5889342,2980295,2537656,371391
马达加斯加,771,165,6,2020-06-02,5889342,2980295,2537656,371391
安道尔,764,472,51,2020-06-02,5889342,2980295,2537656,371391
约旦,739,457,9,2020-06-02,5889342,2980295,2537656,371391
钻石公主号邮轮,712,574,13,2020-06-02,5889342,2980295,2537656,371391
圣马力诺,687,2,42,2020-06-02,5889342,2980295,2537656,371391
巴勒斯坦,627,346,5,2020-06-02,5889342,2980295,2537656,371391
马耳他,616,367,7,2020-06-02,5889342,2980295,2537656,371391
刚果（布）,611,179,20,2020-06-02,5889342,2980295,2537656,371391
牙买加,581,0,9,2020-06-02,5889342,2980295,2537656,371391
毛里塔尼亚,530,21,23,2020-06-02,5889342,2980295,2537656,371391
坦桑尼亚,509,167,21,2020-06-02,5889342,2980295,2537656,371391
圭亚那,477,27,12,2020-06-02,5889342,2980295,2537656,371391
法属圭亚那,477,0,1,2020-06-02,5889342,2980295,2537656,371391
留尼旺,471,0,1,2020-06-02,5889342,2980295,2537656,371391
乌干达,458,63,0,2020-06-02,5889342,2980295,2537656,371391
圣多美和普林西比,458,68,12,2020-06-02,5889342,2980295,2537656,371391
多哥,442,107,13,2020-06-02,5889342,2980295,2537656,371391
佛得角,435,44,4,2020-06-02,5889342,2980295,2537656,371391
卢旺达,370,178,1,2020-06-02,5889342,2980295,2537656,371391
贝宁,339,62,3,2020-06-02,5889342,2980295,2537656,371391
毛里求斯,335,322,10,2020-06-02,5889342,2980295,2537656,371391
越南,328,267,0,2020-06-02,5889342,2980295,2537656,371391
也门共和国,327,15,81,2020-06-02,5889342,2980295,2537656,371391
黑山,324,315,9,2020-06-02,5889342,2980295,2537656,371391
泽西岛,308,0,29,2020-06-02,5889342,2980295,2537656,371391
利比里亚,288,85,27,2020-06-02,5889342,2980295,2537656,371391
斯威士兰,285,13,2,2020-06-02,5889342,2980295,2537656,371391
马拉维,284,42,4,2020-06-02,5889342,2980295,2537656,371391
莫桑比克,254,48,2,2020-06-02,5889342,2980295,2537656,371391
根西岛,252,0,13,2020-06-02,5889342,2980295,2537656,371391
缅甸,224,130,6,2020-06-02,5889342,2980295,2537656,371391
马提尼克,200,0,14,2020-06-02,5889342,2980295,2537656,371391
法罗群岛,187,0,0,2020-06-02,5889342,2980295,2537656,371391
蒙古,179,24,0,2020-06-02,5889342,2980295,2537656,371391
津巴布韦,178,28,4,2020-06-02,5889342,2980295,2537656,371391
直布罗陀,169,0,1,2020-06-02,5889342,2980295,2537656,371391
关岛,166,0,5,2020-06-02,5889342,2980295,2537656,371391
瓜德罗普岛,162,0,14,2020-06-02,5889342,2980295,2537656,371391
利比亚,156,75,5,2020-06-02,5889342,2980295,2537656,371391
文莱,141,131,2,2020-06-02,5889342,2980295,2537656,371391
开曼群岛,141,0,2,2020-06-02,5889342,2980295,2537656,371391
百慕大,140,0,9,2020-06-02,5889342,2980295,2537656,371391
柬埔寨,125,122,0,2020-06-02,5889342,2980295,2537656,371391
叙利亚,122,41,5,2020-06-02,5889342,2980295,2537656,371391
特立尼达和多巴哥,117,0,8,2020-06-02,5889342,2980295,2537656,371391
巴哈马,101,0,11,2020-06-02,5889342,2980295,2537656,371391
阿鲁巴,101,0,3,2020-06-02,5889342,2980295,2537656,371391
安哥拉,86,17,4,2020-06-02,5889342,2980295,2537656,371391
布隆迪共和国,63,4,1,2020-06-02,5889342,2980295,2537656,371391
科摩罗,62,0,2,2020-06-02,5889342,2980295,2537656,371391
苏里南,44,6,1,2020-06-02,5889342,2980295,2537656,371391
不丹,43,0,0,2020-06-02,5889342,2980295,2537656,371391
圣马丁岛,41,0,3,2020-06-02,5889342,2980295,2537656,371391
博茨瓦纳,38,0,1,2020-06-02,5889342,2980295,2537656,371391
圣文森特和格林纳丁斯,26,0,0,2020-06-02,5889342,2980295,2537656,371391
纳米比亚,24,3,0,2020-06-02,5889342,2980295,2537656,371391
美国,1792512,444758,104435,2020-06-01,6234920,3193108,2664978,376834
巴西,514992,206555,29341,2020-06-01,6234920,3193108,2664978,376834
俄罗斯,414878,175877,4855,2020-06-01,6234920,3193108,2664978,376834
英国,274762,539,38489,2020-06-01,6234920,3193108,2664978,376834
西班牙,239429,150376,27127,2020-06-01,6234920,3193108,2664978,376834
意大利,233019,157507,33415,2020-06-01,6234920,3193108,2664978,376834
印度,190535,91819,5394,2020-06-01,6234920,3193108,2664978,376834
德国,181815,165900,8511,2020-06-01,6234920,3193108,2664978,376834
秘鲁,164476,67208,4506,2020-06-01,6234920,3193108,2664978,376834
土耳其,163942,127973,4540,2020-06-01,6234920,3193108,2664978,376834
中国,158392,148929,9194,2020-06-01,6234920,3193108,2664978,376834
伊朗,154445,121004,7878,2020-06-01,6234920,3193108,2664978,376834
法国,151753,68355,28802,2020-06-01,6234920,3193108,2664978,376834
智利,105159,44946,1113,2020-06-01,6234920,3193108,2664978,376834
加拿大,91351,49225,7305,2020-06-01,6234920,3193108,2664978,376834
墨西哥,90664,64326,9930,2020-06-01,6234920,3193108,2664978,376834
沙特阿拉伯,87142,64306,525,2020-06-01,6234920,3193108,2664978,376834
巴基斯坦,72460,26083,1543,2020-06-01,6234920,3193108,2664978,376834
比利时,58517,15919,9486,2020-06-01,6234920,3193108,2664978,376834
卡塔尔,58433,33437,40,2020-06-01,6234920,3193108,2664978,376834
孟加拉国,49534,10597,672,2020-06-01,6234920,3193108,2664978,376834
荷兰,46545,291,5962,2020-06-01,6234920,3193108,2664978,376834
白俄罗斯,41658,17964,229,2020-06-01,6234920,3193108,2664978,376834
厄瓜多尔,38571,3850,3334,2020-06-01,6234920,3193108,2664978,376834
